"店名","評価点数","口コミ件数","保存件数","ジャンル","最寄駅","予算(夜)","予算(昼)","店舗URL","住所","郵便番号","緯度","経度","電話番号","営業時間","定休日","席数","個室","禁煙喫煙","予約","受賞・百名店","駐車場","交通手段","写真URL","区分"
"Cyodo","3.46","133","18810","カフェ","初台駅","￥15,000～￥19,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131807/13270222/","東京都渋谷区本町6-37-10","1510071","35.68090923018138","139.67668705193145","","火・水・木・金・土・日 09:00 - 16:00 17:00 - 23:00 月","","11席 （カウンター7席、テーブル4席、ほかスタンディング）","無","全席禁煙","予約可","","無","幡ケ谷駅から403m","https://tblg.k-img.com/restaurant/images/Rvw/284875/640x640_rect_3f2b791a10d5a2af66786cc41550cb6f.jpg","4駅追加"
"麺屋 琥珀","3.48","214","7415","ラーメン","初台駅","","","https://tabelog.com/tokyo/A1318/A131807/13248484/","東京都渋谷区初台1-34-1","1510061","35.67980845869105","139.68516442442703","03-6276-6226","月・火・木・金 11:30 - 15:00 18:00 - 22:00 L.O. 21:40 水 11:30 - 15:00 土・日・祝日","","8席 （カウンター8席）","無","全席禁煙","予約不可","","無","初台駅 甲州街道南口から徒歩3分 初台駅から234m","https://tblg.k-img.com/restaurant/images/Rvw/133144/640x640_rect_133144328.jpg","4駅追加"
"District Brasserie, Bar, Lounge","3.47","352","15796","レストラン、フレンチ、ステーキ","初台駅","￥10,000～￥14,999","￥6,000～￥7,999","https://tabelog.com/tokyo/A1304/A130401/13251575/","東京都新宿区西新宿3-4-7 Kimpton Shinjuku Tokyo 2F","1600023","35.68558039169503","139.69227359795718","03-6258-1414","月・火・水・木・金・土・日・祝日・祝前日・祝後日 07:00 - 10:00 L.O. 料理10:00 11:30 - 15:00 L.O. 料理15:00 18:00 - 21:00 L.O. 料理","なし","167席 （バーカウンター10席、テラス 42席）","無","分煙（加熱式たばこ限定） テラスのみ加熱式たばこ可。ホテル内に喫煙室がございます。 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","有 機械式40台 15分/250円 詳細は施設HPをご確認ください。","JR新宿駅南口より徒歩12分 都営大江戸線都庁前駅A4出口より徒歩8分 都庁前駅から559m","https://tblg.k-img.com/restaurant/images/Rvw/181047/320x320_rect_3e6d9333970f465f48e654bc10332b41.jpg","4駅追加"
"yoshida coffee sangubashi","3.48","165","8633","カフェ","参宮橋駅","￥1,000～￥1,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131810/13276931/","東京都渋谷区代々木4-21-12","1510053","35.680228537887196","139.69077438326556","","火・水・木・金 08:00 - 18:00 土・祝日 08:00 - 17:00 月・日","","7席 （カウンター3席、テーブル2席、ベンチ2席。他に店外にベンチ2席）","無","全席禁煙","予約不可","","無","参宮橋駅から313m","https://tblg.k-img.com/restaurant/images/Rvw/281458/640x640_rect_5020562ee220b7e93f817ea172e18b5f.jpg","4駅追加"
"パトワール 新宿店","3.46","206","6007","インド料理","南新宿駅","￥1,000～￥1,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1304/A130401/13009221/","東京都渋谷区代々木3-23-5 ＴＫビル 1Ｆ","1510053","35.6857438386899","139.69343580448117","03-5371-3305","11:00 - 03:00 営業時間・","","10席","無","全席禁煙","予約可","","無 徒歩２分以内に有料駐車場あり","都営地下鉄新宿線、京王新線【新宿駅】徒歩５分 都営地下鉄大江戸線【新宿駅】徒歩７分 ＪＲ各線【新宿駅】南口／新南口 徒歩10分 南新宿駅から535m","https://tblg.k-img.com/restaurant/images/Rvw/339963/640x640_rect_52194481cd86ed417c4589bfb15af319.jpg","4駅追加"
"富城屋","3.42","159","3032","中華料理","西新宿五丁目駅","￥1,000～￥1,999","～￥999","https://tabelog.com/tokyo/A1304/A130401/13040468/","東京都新宿区西新宿4-4-15","1600023","35.68997363787921","139.68514388336797","03-3376-7011","月・火・水・木・金・土 11:20 - 15:00 L.O. 14:50 17:40 - 21:00 L.O. 20:50 日・祝日","","30席 （テーブル30席）","無","全席禁煙","予約可","","無","最寄り駅：都営大江戸線西新宿５丁目 駅から徒歩1分。 西新宿五丁目駅から66m","https://tblg.k-img.com/restaurant/images/Rvw/112715/640x640_rect_112715384.jpg","4駅追加"
"ハーベスト","3.41","119","5830","洋食、ヨーロッパ料理","初台駅","￥1,000～￥1,999","","https://tabelog.com/tokyo/A1318/A131807/13076583/","東京都渋谷区幡ヶ谷2-7-9 酒井ビル 1F","1510072","35.6780026378844","139.6775858832523","03-3376-4410","【営業時間】 11:30?14:00 17:30? 【","","22席","無","全席喫煙可 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無","京王新線幡ヶ谷駅徒歩2分 幡ケ谷駅から96m","https://tblg.k-img.com/restaurant/images/Rvw/350501/640x640_rect_d3bcd2c5418b5a691e1e25444fef3eb0.jpg","4駅追加"
"千串屋 初台総本店","3.43","117","3639","串焼き","初台駅","￥5,000～￥5,999","","https://tabelog.com/tokyo/A1318/A131807/13042983/","東京都渋谷区初台1-37-1 B1F","1510061","35.680341637885824","139.68672188326954","03-5333-4550","月・火・水・木・金 17:00 - 00:00 土・日 16:30 - 00:00 [月?金] ランチ 11:30 ? 13:30 ディナー 17:00 ? 24:00 L.O. 23:00 [日・土","","30席","無","分煙（加熱式たばこ限定） 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無","京王新線 初台駅南口より徒歩1分 初台駅から120m","https://tblg.k-img.com/restaurant/images/Rvw/365170/640x640_rect_aff28fd54184a8fb5f96fe09285a93b4.jpg","4駅追加"
"デリカテッセン","3.47","338","10469","惣菜・デリ、カフェ、スイーツ","初台駅","￥1,000～￥1,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1304/A130401/13004203/","東京都新宿区西新宿3-7-1-2 パーク ハイアット 東京 1F","1600023","35.685847537883596","139.69072138332237","03-5323-3635","11:00 - 19:00 営業時間・","","21席 （テラス席を除く）","無","分煙 テラス席は喫煙可 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約不可","","有","新宿駅西口 徒歩１０分 新宿西口エルタワー前よりホテルまで無料送迎バス有 9：20～21：30 毎時2～3本 都庁前駅から556m","https://tblg.k-img.com/restaurant/images/Rvw/46095/640x640_rect_46095018.jpg","4駅追加"
"油見","3.62","0","33","居酒屋、ホルモン","幡ケ谷駅","￥5,000～￥5,999","￥5,000～￥5,999","https://tabelog.com/tokyo/A1318/A131807/13276497/","東京都渋谷区幡ヶ谷2-13-4","1510072","35.67765520701432","139.67677431202384","","15:00 - 03:00","不定休","30席 （カウンター4席・テーブル２卓・半個室5卓・個室1卓）","有 （2人可、4人可、6人可） 個室2~4名 半個室2~8名","分煙（加熱式たばこ限定） 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無 近隣にコインパーキング有り。 徒歩5分未満","京王電鉄京王線 幡ヶ谷駅 北口から徒歩10秒。 幡ケ谷駅から45m","https://tblg.k-img.com/images/shared/nophoto/nophoto_200x200.png","4駅追加"
"LIFE son","3.42","219","20574","レストラン、カフェ","参宮橋駅","￥5,000～￥5,999","￥2,000～￥2,999","https://tabelog.com/tokyo/A1318/A131810/13140778/","東京都渋谷区代々木4-5-13 レインボービルⅢ 1F","1510053","35.67868956869408","139.69248538441056","03-6276-1115","火・水・木・金・土・日 11:30 - 14:30 18:00 - 21:00 月","","（30席前後？）","無","全席禁煙","予約可","","無","<小田急線> 参宮橋駅徒歩1分/ 代々木八幡駅 徒歩10分 <JR>代々木駅 徒歩10分 <京王新線>初台7分 <地下鉄千代田線>代々木公園駅 徒歩10分 参宮橋駅から110m","https://tblg.k-img.com/restaurant/images/Rvw/58663/320x320_rect_5d9c8431aede086fecc8a5fb3fbbbe63.jpg","4駅追加"
"ラヴィアンローズ","3.40","63","1696","イタリアン","都庁前駅","￥4,000～￥4,999","～￥999","https://tabelog.com/tokyo/A1304/A130401/13011988/","東京都新宿区西新宿3-3-15 ワシントンホテル新館　１Ｆ","1600023","35.68644387868917","139.69251001448893","03-3345-9995","月・火・水・木・金・土 11:30 - 14:20 L.O. 13:40 18:00 - 22:30 日・祝日","","43席","無","全席禁煙","予約可","","無 近隣にコインパーキングあり","各線新宿駅より徒歩7分 都庁前駅から462m","https://tblg.k-img.com/restaurant/images/Rvw/18417/640x640_rect_18417452.jpg","4駅追加"
"寄","3.47","241","17859","立ち飲み","参宮橋駅","￥3,000～￥3,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131810/13286387/","東京都渋谷区代々木3-38-10 1F","1510053","35.68125913788732","139.69324028327426","03-6381-6131","月・火・木・金・土・日 11:30 - 23:00 L.O. 料理22:00 ドリンク22:30 水","","16席","無","分煙 喫煙スペースあり 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無","小田急線参宮橋駅より徒歩3分 参宮橋駅から284m","https://tblg.k-img.com/restaurant/images/Rvw/222719/640x640_rect_68331e9f9e167885894614b40afbbeae.jpg","4駅追加"
"焼肉もーとん 笹塚店","3.40","216","4841","焼肉、居酒屋、韓国料理","笹塚駅","￥4,000～￥4,999","","https://tabelog.com/tokyo/A1318/A131808/13094116/","東京都渋谷区笹塚1-56-6 楽ビル 1F","1510073","35.674265237883546","139.6674229832217","03-3299-0291","月・火・水・木・金・土・日・祝日 17:00 - 04:00 L.O. 03:00","無休","43席","無 半個室あり","全席禁煙 店内に喫煙コーナーを設置しております。","予約可","","無 近隣にコインパーキングあり","笹塚駅徒歩1分 笹塚駅から55m","https://tblg.k-img.com/restaurant/images/Rvw/110548/640x640_rect_110548774.jpg","4駅追加"
"豊洲の鮮魚 三四味屋 笹塚店","3.43","173","3482","居酒屋、海鮮、海鮮丼","笹塚駅","￥3,000～￥3,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13302677/","東京都渋谷区笹塚1-57-10","1510073","35.67396508111206","139.66697762246432","03-3373-3461","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:30 - 14:30 17:00 - 23:00","","48席 （貸切をご希望の場合はTELにてご相談ください！）","無 貸切をご希望の場合はTELにてご相談ください！","全席禁煙 ※喫煙専用個室有（店内に喫煙個室設置しています）","予約可","","無 笹塚ボウルの駐車場等の近隣に多数パーキングあり","京王線 笹塚駅より徒歩1分『笹塚ボウル2階』です！ 笹塚駅から43m","https://tblg.k-img.com/restaurant/images/Rvw/272567/320x320_rect_6eeb27c60b81562432650e77220f591c.jpg","4駅追加"
"ELMO+ 笹塚店","3.43","230","5274","イタリアン、ピザ","笹塚駅","￥4,000～￥4,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13278467/","東京都渋谷区笹塚1-56-18 京王クラウン街笹塚","1510073","35.67380643788381","139.6673650832171","03-6300-4362","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:00 - 15:30 L.O. 15:00 17:00 - 22:30 L.O. 料理21:30 ドリンク22:00","","102席 （店内78席テラス24席）","有 （4人可） 個室は最大４名様までです。","全席禁煙","予約可","","無 近隣にコインパーキングあり","京王線笹塚駅改札でてすぐ！！ 笹塚駅から5m","https://tblg.k-img.com/restaurant/images/Rvw/319085/320x320_rect_ddb5b8d9d201bb36d1891c858e2384ba.jpg","4駅追加"
"ジャイヒンド 笹塚店","3.47","302","9945","インド料理、インドカレー、居酒屋","笹塚駅","￥1,000～￥1,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13044522/","東京都渋谷区笹塚1-56-6 クレセントプラザ笹塚　２Ｆ","1510073","35.674124237883674","139.66755978322018","03-3374-0651","月・火・水・木・金 11:00 - 15:00 L.O. 14:30 17:00 - 23:00 L.O. 22:30 土・日・祝日 11:00 - 23:00 L.O. 22:30","無休","25席 （テーブル25席）","無","全席禁煙","予約可","","無","京王線笹塚駅北口より徒歩1分 笹塚駅から42m","https://tblg.k-img.com/restaurant/images/Rvw/148354/640x640_rect_148354483.jpg","4駅追加"
"bistro IZUMY","3.46","100","6860","ビストロ、イタリアン、ワインバー","笹塚駅","￥6,000～￥7,999","","https://tabelog.com/tokyo/A1318/A131808/13280073/","東京都渋谷区幡ヶ谷1-9-6 リッツ幡ヶ谷 1F","1510072","35.67557403788422","139.6721447832316","03-6383-4415","月・火・木・金 18:00 - 23:00 L.O. 料理22:00 ドリンク22:30 土 11:30 - 15:00 L.O. 料理13:30 ドリンク14:30 17:00 - 23:00 L.","水曜日","16席","無","全席禁煙","予約可","","無","京王新線 幡ヶ谷駅から徒歩6分 京王線 笹塚駅から徒歩6分 小田急線 東北沢駅から徒歩15分 笹塚駅から475m","https://tblg.k-img.com/restaurant/images/Rvw/195176/640x640_rect_021f5ef34e783686fe7f523b14f8eb69.jpg","4駅追加"
"幡ヶ谷 ウオチャン","3.41","93","4527","海鮮、居酒屋","幡ケ谷駅","￥3,000～￥3,999","","https://tabelog.com/tokyo/A1318/A131807/13285697/","東京都渋谷区西原2-30-1","1510066","35.67579109869123","139.67773837439168","03-6407-1900","月・火・水・木・金 17:00 - 00:00 土 15:00 - 00:00 日","","","無","全席喫煙可 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無","幡ケ谷駅から180m","https://tblg.k-img.com/restaurant/images/Rvw/359895/640x640_rect_174118fed1d5a5cdda102f3661548752.jpg","4駅追加"
"鳥屋 花 笹塚本店","3.41","130","7178","居酒屋、親子丼、焼き鳥","笹塚駅","￥4,000～￥4,999","","https://tabelog.com/tokyo/A1318/A131808/13032832/","東京都渋谷区笹塚1-28-7 第１レアヒビル　１Ｆ","1510073","35.67303907868962","139.66718974437126","03-3467-8714","月・火・水・木・金・土・祝前日 17:00 - 23:30 L.O. 料理22:30 ドリンク23:00 日・祝日 17:00 - 22:00 L.O. 料理21:00 ドリンク21:30","不定休","20席 （カウンター10席、テーブル4席×2）","無","全席禁煙","予約可","","無","京王線 笹塚駅より徒歩1分 笹塚駅から83m","https://tblg.k-img.com/restaurant/images/Rvw/50336/320x320_square_50336175.jpg","4駅追加"
"兎屋","3.43","196","14710","居酒屋、日本料理","笹塚駅","￥5,000～￥5,999","￥5,000～￥5,999","https://tabelog.com/tokyo/A1318/A131808/13014165/","東京都渋谷区笹塚1-10-6 １Ｆ","1510073","35.67355080869011","139.66976514437462","03-5454-9003","火・水・木・金・土・日 11:30 - 22:00 L.O. 料理21:00 ドリンク21:30 月","","46席 （詰めて52席です。立食などのご相談も承ります。）","無 レールカーテンを下げておとなりのお席が気にならないように配置することもできます。","全席禁煙","予約可","","無","観音通り入り口の四つ角を左に曲がって１００メートル。 中村屋本社跡地の手前右側です。 笹塚駅から217m","https://tblg.k-img.com/restaurant/images/Rvw/46339/640x640_rect_46339546.jpg","4駅追加"
"西安ビャンビャン麺 笹塚店","3.45","167","2711","ラーメン、中華料理","笹塚駅","￥1,000～￥1,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13280165/","東京都渋谷区笹塚1-55-16 京王クラウン街笹塚","1510073","35.674377248689424","139.66923669438333","03-5990-6633","11:00 - 15:00 17:00 - 22:30 営業時間・","","28席 （テーブル席のみ(うちボックス席16席)）","無","","予約不可","","無","笹塚駅から180m","https://tblg.k-img.com/restaurant/images/Rvw/357730/640x640_rect_d1192948ccc6263fb20722246f03d70f.jpg","4駅追加"
"Menotti's Tokyo","3.46","95","3521","カフェ","笹塚駅","","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13265985/","東京都世田谷区北沢5-37-11","1550031","35.67157553788544","139.66804998319404","","08:00 - 18:30","不定休","12席 （カウンター1席、4人ベンチ席、2人テーブル席、スツール2席、テラスベンチ3席）","無","全席禁煙","予約不可","","無","笹塚駅徒歩3分 笹塚駅から251m","https://tblg.k-img.com/restaurant/images/Rvw/359954/320x320_rect_8c7afd8675fe6bdacd58f5210f9dd806.jpg","4駅追加"
"たけ虎","3.43","198","10631","ラーメン、居酒屋","幡ケ谷駅","～￥999","～￥999","https://tabelog.com/tokyo/A1318/A131807/13014461/","東京都-渋谷区幡ケ谷1-32-1 村川ビル 1F","1510072","35.6762336378853","139.67692188323494","03-3465-6372","月・水・金・土・祝日 11:30 - 15:00 L.O. 14:30 18:00 - 21:30 L.O. 21:00 火 11:30 - 15:00 L.O. 14:30 木・日","","16席 （カウンター*8、テーブル*8）","無","全席禁煙","予約可","","無","京王電鉄京王新線幡ヶ谷駅南口より徒歩30秒 幡ケ谷駅から117m","https://tblg.k-img.com/restaurant/images/Rvw/365089/640x640_rect_93ff23cdd335941f69eb656d98c6082d.jpg","4駅追加"
"蒼凛","3.44","166","8362","そば","笹塚駅","","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13181088/","東京都渋谷区笹塚2-30-9 シャトレー笹塚 1F","1510073","35.67438313788216","139.66331428322576","03-3373-8374","火・水・木・金・土・日 11:30 - 15:00 L.O. 14:30 月","","19席","無","全席禁煙","予約不可","","無 近隣にコインパーキングあり","京王線笹塚駅より徒歩5分 笹塚駅から375m","https://tblg.k-img.com/restaurant/images/Rvw/349155/640x640_rect_6a4b83d310c5d74aba720a0c81460ac3.jpg","4駅追加"
"BEANS&BEANS ぽえむ","3.41","96","1082","カフェ、喫茶店","笹塚駅","￥1,000～￥1,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13274071/","東京都渋谷区笹塚1-48-14 笹塚ショッピングモールTWENTY ONE 2F","1510073","35.6738126386897","139.66896874437782","03-5738-7501","月・火・水・木・金・土・日・祝日・祝前日・祝後日 10:00 - 21:00","不定休","32席","無","分煙 喫煙ブーススモーククリア設置店 紙巻きたばこもOK 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約不可","","有 当施設パーキングあり1500円以上ご利用１時間無料","京王線、京王新線笹塚駅より徒歩3分 お車の場合は甲州街道より笹塚21駐車場をご利用ください。 笹塚駅から143m","https://tblg.k-img.com/restaurant/images/Rvw/253544/640x640_rect_f275963f15afd12b58187e54263d78b3.jpg","4駅追加"
"ザ バーガーショップ 393","3.44","160","5244","ハンバーガー","笹塚駅","","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13243884/","東京都渋谷区笹塚3-9-3","1510073","35.67736183868762","139.66950970441326","03-6300-9929","11:00 - 19:00 営業時間・","","24席 （カウンター７席 テーブル２席 ３席 ４席×３）","無","全席禁煙","予約可","","無","京王線 笹塚駅下車徒歩７分 笹塚駅から442m","https://tblg.k-img.com/restaurant/images/Rvw/361602/640x640_rect_da8316c47a21b41db1505b5b0286d199.jpg","4駅追加"
"スリーコンカフェ 代田橋店","3.46","149","2806","サンドイッチ、カフェ、パン","代田橋駅","～￥999","～￥999","https://tabelog.com/tokyo/A1318/A131808/13026478/","東京都世田谷区大原2-27-29 メゾン代田橋 1F","1560041","35.671569008687754","139.65841742436254","03-3328-4211","07:00 - 22:00 営業時間・","","38席","無","分煙 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約不可","","無","京王線 代田橋駅下車 徒歩2分 代田橋駅から83m","https://tblg.k-img.com/restaurant/images/Rvw/102752/320x320_rect_a94329c174fae7f64a59bcf25e6d0767.jpg","4駅追加"
"七宝麻辣湯 笹塚店","3.44","164","2600","中華料理","笹塚駅","￥1,000～￥1,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13296951/","東京都渋谷区笹塚1-56-18","1510073","35.67389840868936","139.66808294437928","03-6273-5170","11:00 - 23:00 L.O. 22:30","","17席","無","全席禁煙","予約不可","","無","笹塚駅南口から徒歩1分 笹塚駅から65m","https://tblg.k-img.com/restaurant/images/Rvw/236532/640x640_rect_4ae7574f1317e324c9238674b97bb072.jpg","4駅追加"
"メゾンブルトンヌ　ガレット屋","3.42","194","14881","フレンチ、カフェ、バル","笹塚駅","￥4,000～￥4,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131808/13060416/","東京都渋谷区笹塚3-19-6","1510073","35.676981710927734","139.66743744538493","03-6304-2855","","","19席 （カウンター9席 テラス4席 テーブル6席）","無","全席禁煙 テラス席のみ喫煙可","予約可","","無","京王線・都営新宿線 笹塚駅改札を出て京王クラウンを抜けてつきあたりの道路を進行方向左側に進みます。甲州街道をわたり笹塚商店街に向かいます。水道道路を渡った先10メートルで進行方向左側のお店です。 笹塚駅から356m","https://tblg.k-img.com/restaurant/images/Rvw/56074/640x640_rect_56074226.jpg","4駅追加"
"沖縄酒場SABANI","3.44","152","6320","沖縄料理、沖縄そば、居酒屋","笹塚駅","￥3,000～￥3,999","～￥999","https://tabelog.com/tokyo/A1318/A131808/13058371/","東京都杉並区和泉1-3-15 沖縄タウン大都市場内","1680063","35.67266568868697","139.65811419437384","03-3322-0382","月・火・水 11:30 - 14:30 17:00 - 22:00 L.O. 21:00 金 11:30 - 14:30 17:00 - 23:00 L.O. 22:00 土 11:30 - 14:3","","20席 （カウンター10席 テーブル10席）","無","全席禁煙","予約可","","無 近隣にコインパーキング有り（沖縄タウン内）","代田橋駅徒歩4分（歩道橋を渡って、沖縄タウンの大都市場内） 代田橋駅から207m","https://tblg.k-img.com/restaurant/images/Rvw/11547/640x640_rect_11547455.jpg","4駅追加"
"eimy sandwich","3.44","154","4452","サンドイッチ、パン","笹塚駅","～￥999","～￥999","https://tabelog.com/tokyo/A1318/A131808/13255769/","東京都渋谷区笹塚1-60-9 1F","1510073","35.67331653788324","139.6645872832141","03-6276-3447","月 09:00 - 17:00 火・水・木・金・土・日 07:00 - 19:00","","（テイクアウトのみ）","無","全席禁煙","予約可","","無","京王線笹塚駅徒歩4分 宿44･渋60･66･69･ハチ公バス春の小川ルート「笹塚二丁目」バス停下車すぐ 笹塚駅から259m","https://tblg.k-img.com/restaurant/images/Rvw/310476/640x640_rect_ff736d3edb2fde326ad6f44d7b8c5d02.jpg","4駅追加"
"上海台所 鍋家 幡ケ谷店","3.48","415","15009","中華料理、餃子","幡ケ谷駅","￥3,000～￥3,999","￥1,000～￥1,999","https://tabelog.com/tokyo/A1318/A131807/13001037/","東京都渋谷区幡ヶ谷2-56-5","1510072","35.67762013868789","139.6709131844149","03-3370-3818","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:00 - 15:00 L.O. 14:30 17:00 - 04:00 L.O. 03:30 年中無休となります。 １月１日のみ休業日となります","","50席 （カウンター×15、テーブル×45）","無","全席禁煙","予約可","","無 付近にコインパーキングあり","京王電鉄京王線笹塚駅 北口より徒歩8分 京王電鉄京王線幡ヶ谷駅 より徒歩１０分 笹塚駅から533m","https://tblg.k-img.com/restaurant/images/Rvw/310593/640x640_rect_f700d7d37bb6c46a06c635b26926971b.jpg","4駅追加"
"柳屋","3.45","195","6234","そば、うどん、カレーうどん","笹塚駅","～￥999","～￥999","https://tabelog.com/tokyo/A1318/A131808/13074278/","東京都渋谷区笹塚2-11-4","1510073","35.674971104824465","139.6681344245173","","月・火・水・木・金 06:10 - 14:30 土・日・祝日","","5席 （カウンター席のみ、アクリル板設置で実質4席）","無","全席禁煙","予約不可","","無 近隣にコインパーキングあり","京王電鉄京王線笹塚駅北口より徒歩3分 笹塚駅から149m","https://tblg.k-img.com/restaurant/images/Rvw/250762/640x640_rect_5cda04412d3d586558b8438e6e361897.jpg","4駅追加"
"ディアオール","3.42","130","6270","カフェ","笹塚駅","","～￥999","https://tabelog.com/tokyo/A1318/A131808/13198355/","東京都渋谷区笹塚1-59-5","1510073","35.673440937883214","139.66477378321522","","火・水・木・金・土・日 09:00 - 17:00 月","","13席 （テーブル13席）","無","全席禁煙","予約不可","","無","笹塚駅から239m","https://tblg.k-img.com/restaurant/images/Rvw/169171/640x640_rect_4cbe4114731723b27e08787ff8b8e2fd.jpg","4駅追加"
"山田","3.43","66","5841","ワインバー","幡ケ谷駅","￥3,000～￥3,999","","https://tabelog.com/tokyo/A1318/A131807/13271686/","東京都渋谷区西原1-21-16 パラスト西原 1F","1510066","35.676155309709515","139.67757386382763","","月・水・木・金 17:00 - 23:00 土・日・祝日 15:30 - 23:00 火","","10席","無","全席禁煙","予約可","","無","幡ケ谷駅から137m","https://tblg.k-img.com/restaurant/images/Rvw/289111/640x640_rect_925785e832a7bcec17ab387c487191af.jpg","4駅追加"
"OC tokyo","3.47","178","14641","クレープ・ガレット","下北沢駅","￥8,000～￥9,999","￥2,000～￥2,999","https://tabelog.com/tokyo/A1318/A131802/13296703/","東京都世田谷区北沢5-27-16 KMK 1F","1550031","35.67104048872667","139.6724048063908","","09:00 - 20:00 夜は不定休（Instagramを確認） 営業時間・","","21席","無","全席禁煙","予約不可","","無","笹塚駅から546m","https://tblg.k-img.com/restaurant/images/Rvw/354053/640x640_rect_967a74ae38c7fccafcd4019c7061092f.jpg","4駅追加"
"おこん","3.45","382","93086","日本料理、釜飯、すき焼き","代々木上原駅","￥15,000～￥19,999","","https://tabelog.com/tokyo/A1318/A131811/13054942/","東京都渋谷区西原2-48-2","1510066","35.67286513788751","139.67710288320077","050-1722-2844","月・水・木・金・土・日・祝日 17:00 - 22:00 L.O. 21:30 火","","21席 （カウンター席は無し 個室あり）","有 完全個室小部屋 2名?5名 完全個室大部屋 4名?8名 個室使用料金 チャージ1000円 サービス料15%","分煙 外に灰皿がございます 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無 徒歩圏内にコインパーキングございます","小田急線・千代田線 代々木上原駅（北口1番） 徒歩7分 京王新線 幡ヶ谷駅（南口） 徒歩7分 (googleマップでは店舗裏手にピンされておりますので表玄関へお回りください) インターネット予約はオフィシャルHPからできます 代々木上原駅から487m","https://tblg.k-img.com/restaurant/images/Rvw/153900/640x640_rect_153900242.jpg","4駅追加"
"山横沢","3.40","92","18637","そば、沖縄料理","笹塚駅","￥1,000～￥1,999","","https://tabelog.com/tokyo/A1318/A131808/13041797/","東京都渋谷区笹塚1-58-9","1510073","35.67349221868894","139.66598719437667","080-6709-1589","18:30 - 22:00 不定休 営業時間・","","14席 （カウンター4／４人がけ1／６人がけ１ 混んでいるときは気さくに相席）","無","全席禁煙","予約可","","無","京王線・京王新線笹塚駅下車 北口を出て左折 徒歩1分 笹塚駅から131m","https://tblg.k-img.com/restaurant/images/Rvw/350899/640x640_rect_7e1ac057b82a55b84887a759c2028f61.jpg","4駅追加"
"麺屋吟治zero","3.41","146","2277","ラーメン","笹塚駅","","￥2,000～￥2,999","https://tabelog.com/tokyo/A1318/A131808/13289323/","東京都渋谷区笹塚1-58-13 フィエスタ笹塚 6F","1510073","35.673630848688944","139.6662630443779","03-6876-0583","月・水・木・金・土・日 11:00 - 16:00 火 11:00 - 14:00 営業時間・","","","無","","予約不可","","無","京王線笹塚駅北口から徒歩3分 笹塚駅から103m","https://tblg.k-img.com/restaurant/images/Rvw/332911/640x640_rect_a86074127301eebfda2c24e77ea9ca1b.jpg","4駅追加"
